""	logFC	AveExpr	t	P.Value	adj.P.Val	B
RPL21P19	-2.32863247363376	-2.61447060010025	-2.19751317510064	0.0701779830302308	0.0885384400357161	-4.30259515375282
ENSG00000289081	2.3890167697705	-3.89041409083884	2.19713970823254	0.0702141642295704	0.0885796141744894	-4.19703057838695
ENSG00000259744	2.81193236904895	-3.85806624881946	2.19706224625606	0.0702216710960826	0.0885846114953055	-4.19960792694887
ENSG00000260007	1.50385297730666	-0.0165438470541153	2.19700120500207	0.0702275872073706	0.0885876016757016	-4.56523326888384
ENSG00000301036	1.84275309317001	-3.92600924363833	2.19685857159126	0.0702414132231854	0.0886005688881741	-4.19468723179135
FAM90A25P	3.83965623446462	-2.76486682142869	2.19632872761569	0.0702927976415288	0.0886609075260479	-4.29072351516123
RPS10	-1.29091337849262	0.891625540712846	-2.19548838605335	0.070374373638386	0.0887593190459607	-4.65956424996906
ENSG00000290164	1.89587455243976	-3.97286238225538	2.19512346985208	0.0704098281754348	0.0887995531113106	-4.19341075346901
DPP4-DT	2.8424075137084	-3.40832949040205	2.19502128111765	0.0704197599285462	0.0888075958838422	-4.23786023805347
PAX8-AS1	3.31856425246928	-3.97426034650416	2.19412200744208	0.0705072228567107	0.0889134088356581	-4.19461437660552
TMEM151A	2.15589847248065	-0.179557345723876	2.1940141633525	0.070517719233225	0.0889221570344165	-4.55305274568142
DIO2-AS1	3.4979331258607	-3.91383199994004	2.19385542370756	0.0705331721606138	0.0889371541970715	-4.19954228555594
ALOX12	-0.765293335183523	1.4270169031459	-2.19361313629292	0.0705567649901867	0.0889598756542869	-4.71926864223444
ENSG00000257509	3.04639490489451	-3.89041409083884	2.1935652919618	0.0705614248111993	0.0889598756542869	-4.20170936446753
DDN	0.957919699453315	-0.200533945498469	2.1935606818402	0.0705618738328932	0.0889598756542869	-4.55157618942854
SERPINB8	-1.2469782310144	0.384534606690138	-2.1932465529132	0.070592476641323	0.0889939669193063	-4.6106103520069
ENSG00000273980	2.3654694750322	-3.86439422385263	2.19265030533035	0.0706506013857171	0.0890627491306703	-4.20490033120407
ENSG00000288898	0.999679713381646	-0.996667272169257	2.19156831654804	0.0707562041582353	0.0891913725877573	-4.47246196799327
ENSG00000255142	2.01866286616503	-2.06200489597859	2.19075142935646	0.0708360405369067	0.08928630824254	-4.36386139517733
SLC13A5	0.951275874620161	1.02493127303647	2.19069595087066	0.070841465947553	0.08928630824254	-4.68019372539812
CLASP1-AS1	1.31202559633466	-1.77743628285379	2.19068805069827	0.070842238564356	0.08928630824254	-4.3923036449312
ENSG00000302045	1.59068454064005	-2.48374560639093	2.19057195549924	0.0708535933807973	0.0892961146603026	-4.32382365460668
CFL1P1	-1.19281579579186	0.136706342308393	-2.18975143615704	0.0709338986100032	0.0893928132596378	-4.59051716205076
KPNB1-DT	-0.967147443804947	0.75185201888466	-2.18928367205558	0.0709797211904458	0.0894460483315897	-4.65360246486509
GPNMB	1.04278858801964	0.160538352093015	2.18872943276302	0.0710340544087571	0.0895100022872037	-4.59431450097852
MORN1	-1.36256764914124	1.87310619295603	-2.18804797083432	0.0711009182211496	0.0895897387955014	-4.77674326198007
ENSG00000291210	-1.36280219152809	2.65269770668027	-2.18796889778149	0.0711086809205467	0.0895950014685026	-4.8707862123193
ECM1	-1.04939550781101	0.019672219958333	-2.18627856408426	0.071274831908209	0.0897998184767873	-4.58359351892734
ENSG00000234004	-2.46220210955519	-1.81982438178915	-2.18609705153409	0.0712926973903679	0.0898177979729188	-4.39423919978101
RAI14-DT	1.24017505856209	-1.56875082819207	2.18559401501424	0.0713422331549135	0.0898756733129467	-4.42041620842041
GABRG3	-1.37201271643743	0.220918396560386	-2.18509021290592	0.0713918798172617	0.089933682516738	-4.60537458632744
ESPNP	4.09961620493925	-2.31683074434233	2.18428466756454	0.0714713353506342	0.0900292347685916	-4.34790186989316
ZNF23	1.12861167336829	0.176220433332757	2.18390023203806	0.0715092864946524	0.0900724988042549	-4.60252913832354
ENSG00000307172	1.7787004653864	-1.14996492677386	2.18312253147159	0.0715861238489169	0.0901647367534452	-4.4676099086526
ENSG00000305737	3.90065046721554	-3.34055393930407	2.18304623210894	0.0715936668539577	0.0901696916206725	-4.25921901165342
ENSG00000293465	-1.08489031432969	0.520286057268729	-2.18222544508124	0.0716748621380516	0.0902674037532554	-4.63956539845746
FAM151B	1.08682870797316	-1.26907895203322	2.18147223698456	0.0717494556343435	0.0903567921552718	-4.45721832606574
MSH5	-1.80713405585596	1.13642827360788	-2.18114672710056	0.0717817170173333	0.0903928638085209	-4.70524034829924
CHORDC2P	2.70892329499065	-4.23702279904223	2.18007961776864	0.0718875832420968	0.0905216158318908	-4.19343500666295
ENSG00000269825	-0.978761113407818	0.832879428897939	-2.17938809064998	0.071956274311643	0.0906035458825768	-4.67568434658239
AVIL	1.96773583493939	-2.92665436773641	2.17864831560266	0.0720298327180943	0.0906900642693732	-4.30006256760517
ADAMTSL3	-0.923712596582839	0.25528574869251	-2.17862405793264	0.0720322460519309	0.0906900642693732	-4.61771906320463
ARHGAP11B-DT	1.77048861003843	-0.498709388569196	2.17797304647647	0.0720970446007706	0.0907670729304939	-4.54291308105205
LINC02478	3.76279139038424	-3.37392101082415	2.17706646451883	0.0721873813018251	0.090876223644301	-4.26436587060133
ENSG00000267723	3.67717618454384	-2.62513751209877	2.17648063264216	0.0722458186505128	0.0909452074955617	-4.32970153159072
ENSG00000288739	2.23795260874591	-2.57320086716282	2.1757915015276	0.0723146224849679	0.0910272333819245	-4.3353434892753
H2AC16	1.32491983766071	-1.95858409944442	2.17574665830489	0.0723191020307309	0.09102828581469	-4.39425289307619
MGARP	-1.33496740968538	1.23817440210635	-2.17566998990328	0.0723267613654828	0.0910333403503891	-4.72370360369807
RBP4	1.1290147961648	-0.720162818921572	2.17552469409709	0.0723412790109081	0.0910470260847578	-4.52348261932088
ENSG00000301743	3.77583260790258	-3.41816453469554	2.17532759455573	0.07236097756412	0.0910672306801317	-4.26303190930116
RPS26P3	-2.05730870806724	-1.74215861372989	-2.17524027223997	0.07236970650771	0.0910736285391943	-4.41671036908539
ACAD9-DT	-1.17357102280964	0.020814089187341	-2.17464181259062	0.0724295590839649	0.0911443590285977	-4.59969447522784
TIGD4	-0.819370015665695	0.700380541688934	-2.17438555713047	0.0724552030216053	0.0911720368819837	-4.66884941457069
RTCA-AS1	-1.97657902689058	0.943131857792601	-2.17407977422698	0.0724858154746053	0.0912059636290058	-4.69456205433545
ENSG00000268496	-1.07252612290345	0.319731184784936	-2.17351627446059	0.0725422632435768	0.0912723928527734	-4.63124180578274
TNFRSF19	-1.75468480054625	0.812846470487031	-2.17275884361405	0.0726182089846368	0.0913620166228666	-4.68275438625762
RPL36AP54	2.20156853188642	-3.83869073740348	2.1727329288323	0.0726208088421993	0.0913620166228666	-4.23296302815632
ENSG00000270062	2.48403243347661	-1.95794517300962	2.17173361377502	0.0727211364917697	0.0914836291092837	-4.39971813183074
ENSG00000196566	1.66325583549182	-0.533782786854829	2.17122378610622	0.0727723762382696	0.0915434795799269	-4.54856759933546
AMBP	1.38669280839365	-0.376312036327418	2.17033841132805	0.0728614481905734	0.0916509123750521	-4.56574047781417
TUBB7P	1.77298611652183	-3.01702836928322	2.16977060422604	0.0729186306363052	0.091718223219929	-4.30403639083287
LIMS2	0.79806626271129	0.66156458369947	2.16966422736213	0.0729293487154665	0.0917270866042698	-4.67135978648374
SSBL2P	-2.1393211478271	-0.16742007019164	-2.16957236001855	0.0729386061801345	0.0917341120968779	-4.58780079401357
UGDH-AS1	-0.777386709479541	1.54714414470111	-2.16915747638067	0.072980429015205	0.0917820919418042	-4.76638235575327
KCNK13	1.97414928569737	-1.53446323015339	2.16879684974794	0.0730168024298341	0.0918208226852916	-4.4466868962957
SAXO2	1.04866714631687	-0.782413307144475	2.16877926936622	0.0730185760931545	0.0918208226852916	-4.52615161969617
ENSG00000306493	1.52072111772136	-2.848894053054	2.16742719278059	0.0731551181795435	0.0919878943377983	-4.3217786568048
ADD3-AS1	2.30514066218175	-2.10269857374175	2.16714521325835	0.0731836274789283	0.0920191116725488	-4.39159157318648
ENSG00000302819	3.08052374325425	-3.81148052554327	2.16683713267965	0.0732147887533398	0.0920536602190851	-4.24279660938792
RAD50	-1.0748594803861	2.03491775257033	-2.16666753299547	0.0732319489868045	0.0920706025305115	-4.82515844548191
ENSG00000293190	1.16914351800717	-1.51227924735876	2.16640557394765	0.0732584623366644	0.0920993017168632	-4.45222608979277
FGF17	2.21175321469654	-1.71477927636526	2.16605896292032	0.0732935586250432	0.0921387877975284	-4.43188671798848
B3GALT1-AS1	3.49446788270861	-3.62625367405198	2.1657395235978	0.0733259189235818	0.092174830610655	-4.25883839493268
ENSG00000301691	1.22687783181842	-0.851796666370473	2.16557957535401	0.073342127743589	0.0921905674957651	-4.52324960768283
ENSG00000303320	3.35597682422283	-3.69296603181983	2.16495834539252	0.0734051168057867	0.09226510229289	-4.25456198971643
ENSG00000289223	1.98376064660257	-1.57232032867585	2.16474448761692	0.0734268135819281	0.0922865296016061	-4.44825041407709
AK8	1.45848210975006	-0.721438415695212	2.16471135658814	0.0734301754542762	0.0922865296016061	-4.53810681437605
KCNJ5-AS1	-1.22255415809699	0.54646419226922	-2.16465976243525	0.0734354111319334	0.0922865296016061	-4.66644999113859
XPNPEP2	1.55591772091865	-0.514564054214454	2.16464470266292	0.0734369394416239	0.0922865296016061	-4.55953072479492
ENSG00000299309	1.82998593028745	0.0310402907062261	2.16458352202132	0.0734431485678583	0.0922896903641169	-4.61453043033806
ENSG00000259357	3.47593005372638	-3.43666975342699	2.16350980838776	0.0735522058825119	0.0924220847844228	-4.27709504175533
ENSG00000290729	2.13279567901771	-1.48306262846606	2.16329902803189	0.073573634411384	0.0924443614028373	-4.45947400249594
NTRK1	2.1966337031447	-1.63760290398212	2.16224490402731	0.0736808959051418	0.0925744784155927	-4.44492359923465
SPIN2A	-1.00191882072785	1.04896068150662	-2.16199296870397	0.0737065551405632	0.0926020604260198	-4.72243606632289
AMER3	1.51185504480737	-1.72273679975774	2.16184028060215	0.0737221106611772	0.0926169463850179	-4.43676980153502
ENSG00000255500	2.44572760771415	-3.40620728110727	2.16171042468613	0.0737353427429405	0.0926289120620286	-4.28196495709965
ENSG00000306642	2.78073848306947	-4.21064578505611	2.16143218759153	0.0737637028092685	0.0926598798826871	-4.21962483957791
ENSG00000268938	3.09577952585678	-3.84588900512117	2.16119215124534	0.0737881781614408	0.092685964966588	-4.24751429657557
STARD6	1.46233024125924	-2.47825157648484	2.16112936301011	0.07379458175185	0.0926893484735921	-4.36369402410734
CD302	-1.97766859743862	1.24672095757019	-2.16106260856101	0.0738013904708178	0.092693240474709	-4.74484363782709
SLC7A14	0.918027960657606	0.37332912700287	2.16098365725765	0.0738094440586942	0.0926986955392558	-4.65390880858639
ENSG00000251185	2.64406072936749	-3.9323372186715	2.15871215710256	0.0740415399263848	0.0929855149050366	-4.24408552669166
CEND1	-1.22940456877357	1.9453853531034	-2.15850521575767	0.0740627218537718	0.0930074412060636	-4.82610379589203
SPATA25	1.84310233661186	-1.84187220841235	2.15823633948678	0.0740902525570091	0.0930373376499958	-4.42958237055233
RPL7AP32	-5.57819650978297	-0.479895785664006	-2.1579093518523	0.0741237475405165	0.0930747202368329	-4.57224891098486
PTGES	-0.882197377402279	2.26708835206843	-2.15783829104312	0.0741310287116075	0.0930791849095789	-4.86497823674803
CCNI2	1.41479433908986	-0.209519476951899	2.1577085082924	0.0741443286597884	0.0930912059518646	-4.59983005983339
ENSG00000232537	2.55698150581031	-2.91783866946675	2.15735207573805	0.0741808679542817	0.0931324022597876	-4.32911492641949
FUOM	-1.56402839493	2.90538211648404	-2.15716797497905	0.074199748081725	0.0931513114668489	-4.94652552929444
MAP3K2-DT	-1.02087475968912	0.660614501370547	-2.1571325050939	0.0742033861996969	0.0931513114668489	-4.68854270195042
RASD1	-1.02963279840184	1.28704366634339	-2.15649402927031	0.0742689054802826	0.0932267255702903	-4.75551373766846
REM2	1.17955753633702	0.557151557608214	2.1564743758604	0.0742709232209037	0.0932267255702903	-4.67882142318129
COL16A1	-1.34713402344799	2.54653537189769	-2.15603994654714	0.0743155387921993	0.0932780417575638	-4.90186966343625
NUPR1	1.97125551713856	-2.35591560994768	2.1559462125274	0.0743251688146502	0.0932854424628364	-4.38213481113564
ACOT12	2.46358771050787	-3.22434929976424	2.15570351131692	0.0743501093433897	0.0933120576598809	-4.30501849103591
SUGT1-DT	1.2367569536696	-0.734397922889446	2.15560408797281	0.0743603287924915	0.0933201956274667	-4.54917217145015
ENSG00000287477	-1.96372243555741	-1.37628417521205	-2.15440840625732	0.0744833425711884	0.0934661794780802	-4.48267784125275
CPNE8-AS1	-0.864420361565067	0.122380764108221	-2.15440070872339	0.0744841351828601	0.0934661794780802	-4.63766494190548
ENSG00000267834	1.65132867076624	-3.08301648200508	2.15404876449644	0.0745203839712627	0.0935069696719415	-4.31920591439657
ENSG00000289444	3.08861620693149	-3.67706277097339	2.15395093636834	0.0745304630757436	0.0935137204951864	-4.27026927946131
ENSG00000278493	1.38186809740843	-0.598417616968412	2.15392388947461	0.0745332499287803	0.0935137204951864	-4.56554711057
ENSG00000266368	2.15364254093001	-2.88351939774106	2.15356300663413	0.074570444744742	0.093555689037995	-4.33715692765159
ENSG00000310289	2.55714228099041	-2.64985939696558	2.15258209130168	0.0746716402154167	0.0936779442200337	-4.35932564770105
ENSG00000285684	1.39448701243844	-3.26931706868162	2.15108817417996	0.0748260299529821	0.0938669176714854	-4.30733851977393
LINC00992	3.61742982134654	-1.58262848255698	2.15089732087291	0.0748457773777671	0.0938869760509179	-4.46590463895763
SRXN1	4.73911493512999	-2.03522500520792	2.14953106034588	0.0749872993756703	0.0940597794759387	-4.42192276518826
HCG15	-0.781124967529506	0.948106130616511	-2.14945070119331	0.0749956317975024	0.0940655085510719	-4.7291067022781
DND1	2.36489500985545	-1.43186931484924	2.14940130495007	0.0750007541537818	0.0940666465252384	-4.48362681206723
ENSG00000219445	3.63318120107977	-0.753955397004469	2.14936933871551	0.0750040692214727	0.0940666465252384	-4.55561372385378
ENSG00000251199	2.50040793032458	-3.74908127307968	2.14917497347525	0.0750242291609458	0.0940866167440223	-4.2708261399913
KCNQ1	-1.31055632080464	1.95774841696062	-2.1491432102636	0.0750275242311542	0.0940866167440223	-4.84053560654303
NUSAP1	1.55343324448831	-1.96828866769833	2.14872211793604	0.0750712217787401	0.0941366896667357	-4.429650217208
ENSG00000266680	1.04056246903538	-0.850941678028002	2.14814865011146	0.075130773604802	0.0942066372769071	-4.54708558841539
PLAC9	1.11205772829305	-0.218149397475291	2.14786929621209	0.0751598006871331	0.0942336202768229	-4.61243521500209
SLIT1	-1.14612935532683	1.26966796836008	-2.14786895310728	0.0751598363455111	0.0942336202768229	-4.76557058810074
RNF180	-1.34277683227753	0.929822128577183	-2.14781370350957	0.0751655785812245	0.0942360906901502	-4.72944257554424
RNASEL	-1.00888195203653	1.08331123482447	-2.14748790326149	0.0751994490066742	0.0942720681080038	-4.74613277821225
LY6E-DT	1.07946303158834	-0.955343109776509	2.14746508436638	0.0752018218616921	0.0942720681080038	-4.53690092673321
GREB1L	-2.82698646404809	2.96091994256192	-2.14726419012905	0.0752227154465623	0.0942935288102409	-4.96771524495915
CATSPERB	1.63016493105212	-2.20906599407477	2.14720230766313	0.0752291526022154	0.0942968667777317	-4.40800077620754
PRDM16	-1.28090059470091	0.842332643730542	-2.14693929997161	0.0752565175670999	0.0943264353030865	-4.72146705383637
ENSG00000271754	-2.02684335649251	-0.601105406127101	-2.14682722393832	0.0752681817600335	0.0943363225189463	-4.57495723810637
DMBT1	2.23426615327319	-3.84588900512117	2.14665350122014	0.0752862654296666	0.0943542541005664	-4.26654043421608
LRRC8E	-1.01344520992046	2.17039168066054	-2.14650623625632	0.0753015984680421	0.0943687367639228	-4.869131581951
TNFRSF10B-AS1	1.00221325482762	-0.203628379922886	2.14625867087056	0.0753273818740309	0.09439631382559	-4.61610856968438
PLEKHG4	-1.23280274104776	2.55734681245881	-2.14608105158194	0.0753458861207914	0.0944147667189213	-4.91710302332983
H3-5	-2.18216301449938	0.762915840898649	-2.14555538910965	0.0754006765641081	0.0944786851536024	-4.71509774213046
ENSG00000254419	2.33459250587578	-3.89597385699658	2.1447270575588	0.0754870974978611	0.0945822288809709	-4.26516833604772
C2	1.28036946032844	-1.24881578676187	2.14244849600762	0.0757253471191701	0.0948759877852338	-4.51230954895933
ADCY6-DT	2.06408888413711	-2.77765718243155	2.14224828234392	0.0757463185510439	0.0948975038952602	-4.36157336856029
NPIPB2	-1.59661543050859	0.344569757517913	-2.14188539557475	0.0757843443941278	0.0949403831090051	-4.67726342491185
RNF32-AS1	1.83876765129156	-1.73174644380374	2.14177205056799	0.0757962254956161	0.0949505063067826	-4.46292023909565
ENSG00000251409	1.64427666114606	-1.58014879735297	2.14173265266477	0.0758003557275505	0.0949509194032149	-4.47854087651929
ENSG00000229273	3.31281228389607	-3.90421275029733	2.14138237874222	0.0758370864180458	0.0949882166607056	-4.26890183944607
ENSG00000272505	1.52650691419878	-2.44708993418667	2.14137620040447	0.0758377344592977	0.0949882166607056	-4.39300289340526
PLK5	2.17382534476944	-2.00757553737053	2.14120097835558	0.0758561157329553	0.0950064766128011	-4.43586217838
ENSG00000258199	2.80383166233189	-3.85143274747646	2.14103256213488	0.0758737873601853	0.0950238459775863	-4.27346162046277
TPM3P8	-1.12491589917838	1.35207102758427	-2.1409386699138	0.0758836411428405	0.0950314230733196	-4.78407743563463
GAD1	0.97673777097003	0.264637963180198	2.14076505034444	0.0759018655909282	0.0950494817264172	-4.67071543743622
SNORD14A	1.53601250881657	-2.0754886515912	2.13945809078933	0.0760391981916107	0.0952166864283883	-4.43145545835584
RPL12P35	2.61472345964192	-3.74908127307968	2.13846609697396	0.0761436048075175	0.0953382032308276	-4.28485838857243
MMP23B	3.64356959866996	-2.41554824473437	2.1384635565948	0.0761438723690335	0.0953382032308276	-4.39986564955383
GATA2	-1.58125452914815	-0.669180414349262	-2.13841906971138	0.076148558037562	0.095339292107765	-4.57941132385979
ENSG00000255931	2.09942079392726	-2.87600107783389	2.13808828193615	0.0761834081778702	0.09537814541571	-4.35836982695086
COMTD1	-1.58208734168451	2.95049072307129	-2.13801456130137	0.0761911772406875	0.0953830922574203	-4.97922886237341
HPN	-1.58391818421952	3.20854214346889	-2.13771078358638	0.0762231994769578	0.0954183994254091	-5.01436834040923
ENSG00000272173	1.3785169947377	-0.330451810037127	2.13762938509459	0.0762317823095101	0.0954243624039682	-4.61513861690372
ENSG00000230882	-0.938076444062248	0.659770830019225	-2.13745523068843	0.0762501488514529	0.0954425710874098	-4.7155686074955
KHDC1	0.78837588732097	1.35488175829952	2.13729806257213	0.0762667278898991	0.0954585406342989	-4.78941834671079
ENSG00000231744	2.50062805380094	-3.9389707200145	2.13714680231128	0.0762826872197777	0.0954737329675847	-4.27175016806494
LINC01405	1.1759116818919	1.69445497232896	2.1364750419486	0.0763536053813647	0.0955577055977566	-4.82809715329578
HAAO	-1.07933281442977	0.674374540820155	-2.13632335371578	0.0763696285487236	0.0955729713314621	-4.71863706847517
ENSG00000309594	1.46500414824043	-2.5146871105187	2.13624666391502	0.0763777307749071	0.0955759628256846	-4.39352551291675
FBXO15	-1.1866643807251	0.580751200025792	-2.13622831042099	0.0763796699398663	0.0955759628256846	-4.70912019655189
ZNF487	-0.832108615209798	1.02466821517477	-2.13603146087855	0.0764004715346985	0.0955972044284523	-4.75571840815416
RAD21-AS1	1.86500396740959	-2.4341284578105	2.13568298427098	0.0764373101808927	0.0956385094931603	-4.4018278684911
ZKSCAN8P1	1.21281684871499	-0.642365986793337	2.13532049556084	0.0764756494021313	0.0956816878493088	-4.58639660460176
ENSG00000224985	1.65415152264103	-3.33607339027891	2.13521341970625	0.0764869782262349	0.09569106980492	-4.32270640353043
ENSG00000304289	0.999985091797624	-0.631183198427857	2.13501464722774	0.0765080132810382	0.0957125934511771	-4.58796709828442
SNRK-AS1	-1.96966543628362	-2.41766808745001	-2.13482883634442	0.0765276820363372	0.0957324057678675	-4.40452189608149
ETF1P2	-1.9392204850054	0.825344553070469	-2.13467021831132	0.0765444764276203	0.0957486205911814	-4.73660957457649
GC	1.69519924533694	-2.25262762346738	2.13411975053479	0.0766027889455162	0.0958167657462089	-4.42128704759288
SYT9-AS1	0.868505643687659	0.00657983994991708	2.13407355942184	0.0766076841618526	0.0958180916695732	-4.65392980356272
ENSG00000228592	-4.74362546378109	4.78383573809739	-2.13278233088284	0.076744655002738	0.0959846045548861	-5.22717433417853
ENSG00000280511	1.17501459857384	2.54222809985697	2.13232440243483	0.0767932913237888	0.0960406262418551	-4.93434467593397
ENSG00000272148	3.00471184121945	-3.75690144764426	2.13208031245246	0.076819228877553	0.096068255795214	-4.29260435776444
ENSG00000271789	2.18539406662443	-4.02914495071299	2.13193846144347	0.0768343064080676	0.0960823019820392	-4.27163431381974
RASGRP3	1.94088174410021	-1.86884735497925	2.13184409927995	0.0768443379650269	0.0960900370229345	-4.46237348146908
ENSG00000308217	3.03144014207348	-3.57364550205245	2.13151706587934	0.0768791149719463	0.0961254415862448	-4.30802792202384
UNC5CL	1.01976577880278	0.16750146807478	2.13150548890228	0.0768803463727323	0.0961254415862448	-4.67364082253537
CIROP	2.68563197138638	-3.45482548201919	2.13082501870432	0.0769527609947093	0.0962108932929544	-4.31864531627141
ENSG00000269949	1.7652194415924	-3.18242617193158	2.13076849620174	0.0769587791755619	0.0962108932929544	-4.34151975057458
ENSG00000262434	2.75374204946193	-4.01880145602428	2.13075475196054	0.0769602426536861	0.0962108932929544	-4.27396721576544
ENSG00000260000	0.800565172671428	0.587188288481589	2.13008560504832	0.0770315274680086	0.0962951907465589	-4.71823506892352
ENSG00000296011	3.90751991174247	-2.6356001196264	2.12908239437888	0.077138527058313	0.0964224329882145	-4.39193107070888
SSX1	1.2449078676663	-2.56584202592695	2.12905890786932	0.0771410338844233	0.0964224329882145	-4.39836455792015
FAM207BP	-1.58815826260829	1.90180740007347	-2.12826474131021	0.0772258481361552	0.0965236174812998	-4.86304774838355
HHLA1	-0.828241361015607	2.5775232427522	-2.12755887572463	0.0773013122701824	0.0966131058408322	-4.94543638154014
XDH	-1.04716791551487	0.609408019600701	-2.12690365215637	0.0773714298131041	0.0966959032790051	-4.72489906298719
STBD1	3.66209195853478	-1.39313239706794	2.12685978152824	0.0773761268720676	0.0966969364631721	-4.51820102364852
ENSG00000309362	4.20521674270662	-3.93430812457097	2.12658961348985	0.0774050591552754	0.0967282547859451	-4.28589560204139
HAPSTR2	0.870742195066191	0.47026887135619	2.12609486735643	0.0774580702023185	0.0967896581941945	-4.71174388307411
ENSG00000289585	1.90009164252042	-2.17945726683028	2.12456309286936	0.0776224324426976	0.0969901901549565	-4.44122168357969
LINC01562	2.73959357632538	-3.85806624881946	2.12447975922196	0.0776313845269596	0.0969965248560491	-4.29458765907307
TERF1P7	-0.917299248815936	2.11731095783432	-2.12359445514946	0.0777265532175072	0.0971105768658399	-4.89465915880448
CROCCP3	-1.42801433816364	1.17793584826129	-2.12280403782169	0.0778116226042709	0.0972120001572709	-4.79033163205852
MICALL2	-1.36277788413681	1.93647475094908	-2.12184941503705	0.0779144917565082	0.0973356498847243	-4.87593924602433
RPS3AP20	-2.75089871645392	-1.33381542452383	-2.12072528908179	0.0780358047763742	0.0974823273266466	-4.53274051092915
VIPR1	0.718747537942661	1.3505689710374	2.12004425837735	0.0781093939656784	0.0975693764731018	-4.81280012083767
ENSG00000277959	1.93938926005001	-2.16794523063364	2.11996133296917	0.0781183593675624	0.0975756969522637	-4.44850782139295
ENSG00000310074	2.27993356164656	-4.0551648176992	2.11934894470412	0.0781845997369056	0.0976535539582488	-4.28605624354112
SLC9A5	-1.03201066318237	2.35178171587126	-2.11887823283309	0.078235554401718	0.0977123120962069	-4.9294224730125
SERPINF2	1.39679728082194	0.763335064039714	2.11875306576339	0.0782491094799667	0.0977243564732561	-4.75206687493846
ENSG00000307957	1.74844045343846	-1.94483843146969	2.11822797704765	0.0783060006021704	0.0977905187965922	-4.47297717149783
ACTR2P2	-1.13551733926661	0.698577267066318	-2.11786840807095	0.0783449827644476	0.0978343104606867	-4.74654977175463
ZCWPW2	1.43798102545562	-1.67977698065039	2.11745536255875	0.0783897870005927	0.0978853677740308	-4.50102743365869
FMC1	-2.42941527247182	0.617293379763134	-2.11671848769382	0.0784697830119116	0.097980361775681	-4.73972232196957
SNURF	1.46025040997795	-1.27191121721852	2.11606631425772	0.0785406533610833	0.0980639522025639	-4.5455942040364
ENSG00000289993	2.94186272233103	-2.99515428040351	2.11594504692668	0.0785538384467623	0.098075513455295	-4.37727235981006
ENSG00000310264	2.37069904732216	-3.72860514844876	2.11415779339393	0.0787484245790348	0.0983135438578156	-4.31832410345124
DEFB126	2.24716413641585	-4.04765016944445	2.11393718594293	0.078772477218938	0.0983386584139283	-4.29367956704024
ENSG00000302334	2.54264997699311	-2.92692409761155	2.11385063193434	0.0787819161787267	0.0983455278209906	-4.38602937327803
HMGB1P31	1.86563104347259	-2.24372909125742	2.11373471991798	0.0787945585232011	0.0983563952107747	-4.44943702873996
ENSG00000273204	1.17969250482177	-1.73349828529223	2.1136167623301	0.0788074261038686	0.0983675426548288	-4.50067570113936
ARHGAP25	-0.920815792567008	1.40504209630989	-2.11303905202406	0.0788704775259578	0.0984413253988375	-4.82842494246003
ZNF137P	-0.849059523499102	0.901315346087048	-2.11251916216475	0.0789272624882588	0.0985072797485592	-4.77510683410768
ENSG00000259952	2.52106045457881	-3.68865292651556	2.11242247571224	0.0789378276717359	0.0985155445602003	-4.32379712096501
ADAP1	3.12610680436445	-0.277773800926011	2.11134368624803	0.0790558079141863	0.0986578573890125	-4.65637102177969
CAMK2B	1.26700590119428	-1.95166891080117	2.11101435811119	0.0790918602968618	0.0986974948387127	-4.48197689927786
ASGR1	-1.2897629395037	2.14269881858969	-2.11098138594995	0.0790954707677196	0.0986974948387127	-4.91516424392912
ENTPD2	1.6277524195285	0.968104608750155	2.11029394363101	0.0791707844729297	0.0987830717292569	-4.78522125817883
SELENOV	-1.25124102337643	1.95909562127265	-2.11028322647243	0.0791719591861448	0.0987830717292569	-4.89458994625113
ENSG00000300266	0.908390403585754	0.0375997899677762	2.11004859049763	0.0791976822186205	0.0988102318377035	-4.68996674077673
ENSG00000205959	0.904793368111423	0.166988876872855	2.10807458843576	0.0794144295289633	0.0990757069485479	-4.7057193676006
LINC02325	-1.31567339101182	-0.800914854223516	-2.10744914577055	0.0794832300755509	0.0991565896143987	-4.60772638245074
SOWAHA	1.70314345844924	-3.88605702170514	2.10707018126335	0.0795249469138276	0.0992036785348047	-4.31513920338954
ENSG00000308820	1.5518036146534	-1.96538170191883	2.10621848043185	0.0796187847285682	0.0993157780048204	-4.48704087080074
ENSG00000305945	1.97268239615889	-2.36843793073738	2.10599711447069	0.0796431926706892	0.0993408666902818	-4.44770690461359
ENSG00000285444	2.32489866399907	-1.96952984660447	2.10596395047273	0.0796468500109284	0.0993408666902818	-4.48696722211534
ENSG00000283667	1.06598445769754	-1.49329328257149	2.10556377123225	0.0796909954781741	0.099390966005726	-4.53643731844352
ENSG00000282393	1.43660230052955	-2.37770769024083	2.10546607753205	0.0797017762784826	0.099399449834853	-4.44752849344918
NSA2P1	-2.83375798980903	-1.70911046325659	-2.10488965856685	0.0797654162117823	0.0994738523827078	-4.51493043498798
RPL7P22	1.72556800034937	-0.469109586166465	2.1042191473371	0.079839509760736	0.0995612833472538	-4.64664451867512
ENSG00000221184	3.23748089288624	-3.12199782536746	2.103375518211	0.0799328332192459	0.099672684425516	-4.38288666811552
