""	logFC	AveExpr	t	P.Value	adj.P.Val	B
RFX2	-2.43143858263989	3.00389704248282	-8.59588134288782	0.000133596797482345	0.000337115684102506	1.76119725197592
H2BC12	-4.93817917783379	3.46269969643178	-8.59367400121084	0.000133789901206025	0.000337568864040731	1.73779203487147
TMEM88B	-2.75642102647722	2.01465170843626	-8.59316078226209	0.000133834845030807	0.000337648164015921	1.78640329527653
LINC00174	-2.85214357665982	2.20501453363921	-8.59269516956562	0.000133875634941467	0.00033771696924249	1.78299582974106
TMPO-AS1	-3.05389635555327	3.27360286785308	-8.59013618262449	0.00013410007086443	0.000338248982380305	1.74511000130113
CFAP97D1	7.36986236080153	-4.18687838581565	8.58919296434309	0.000134182905352404	0.000338423754020236	1.32641948890396
ENSG00000288956	7.09421947565045	-3.72306140609347	8.58484107358689	0.000134565859121613	0.000339355347158008	1.39663647187734
SNHG5	-3.61531002213054	4.22738380312528	-8.58179561283474	0.000134834601330715	0.000339996725309493	1.68307088603408
GBA1LP	-3.66437129551943	2.40089066037029	-8.58165070003546	0.000134847404382475	0.000339996725309493	1.77148714864259
SH3RF3	-2.78141214316684	1.85496841517463	-8.57820558418074	0.000135152194198447	0.000340713092424473	1.77858228712408
ENSG00000310278	4.65693073279338	-2.48712845074139	8.57813101655893	0.000135158799992753	0.000340713092424473	1.56047078430051
CTNNA2	-4.12157832691601	3.60146421144527	-8.57746075519334	0.000135218193822826	0.000340828425592159	1.71898181841653
LINC02188	-3.11438004492564	2.4159641783844	-8.57561710057612	0.000135381720966144	0.00034120618547545	1.76712039556314
UPF1	-5.42844221783822	6.32187351038712	-8.57530978526872	0.000135409001190826	0.000341240517021545	1.5583306172211
ORAI2	-3.98738662662637	4.47254541636686	-8.57408928351719	0.000135517407182614	0.000341479263847749	1.66153458329031
SFRP1	-8.77607883667329	9.39350369024022	-8.56816852843379	0.000136044717620301	0.000342773419224041	1.42973425243653
ATP5PO	-5.70341637951068	5.33485668590126	-8.56668586465965	0.000136177136252249	0.000343072458619158	1.60263195483892
POMT1	-4.23629385703955	4.53174034408636	-8.56242417064083	0.000136558582961387	0.000343998753449011	1.64945468113806
FLT3LG	5.70192331589088	-3.45257301427344	8.56048724478434	0.000136732356828747	0.000344401774675816	1.42483309062201
MFSD6	-3.43317528722106	2.78891157586435	-8.55739584543593	0.000137010234934493	0.000345045564816509	1.74362551411158
MTMR7	-3.71047038847236	3.71315048066576	-8.55721329166722	0.000137026664607698	0.000345045564816509	1.69849950762257
GSTM1	5.23821371678946	0.48707932646685	8.55718309422543	0.00013702938256922	0.000345045564816509	1.7569649043445
SKP1	-5.07636833021286	4.14131513149368	-8.54956581538783	0.000137716978192175	0.000346742011806239	1.66620445946054
CNPPD1	-4.50015209025422	4.89445393105314	-8.54871942563618	0.000137793625579696	0.000346900034409827	1.61641372347605
HID1	-3.73545484648211	3.88327317072911	-8.54622887502462	0.000138019450734784	0.000347433547320689	1.68047071173556
CLEC19A	5.32342505662651	-3.64215693489843	8.54558514485143	0.000138077889004507	0.000347545635592243	1.39015393975457
FAAP24	-2.5972949108171	2.3761263814563	-8.54387498460253	0.000138233277317055	0.000347901702477012	1.74705016274307
CCDC74B	-2.73418881990192	3.00699147599705	-8.54347019865697	0.000138270086452402	0.000347959290887067	1.72566185642877
ENSG00000279144	6.01146799503971	-3.58582274575073	8.53992330985891	0.000138593106517593	0.000348737050381262	1.39570750230118
NAA10	-3.32025197617409	3.97181840033987	-8.53921627876484	0.000138657600897172	0.000348864199477839	1.66997234068686
ENSG00000260747	-4.49282084149474	2.61561367538695	-8.53763895102284	0.000138801607407294	0.000349191356304886	1.73620032055726
TERF1P4	-2.97779692783164	3.49677302855361	-8.53617275429101	0.000138935622750498	0.000349493314417886	1.69651852491196
DSC3	-3.50329465789725	2.89634283893279	-8.53484100241849	0.000139057478839998	0.000349764628142405	1.7243715416444
AKR1B15	7.01549955402901	-4.29155025625115	8.53393950334032	0.000139140036565489	0.0003499202817554	1.28469636874427
ST8SIA2	-2.84668081802442	2.40983132380253	-8.53385940805797	0.000139147374289141	0.0003499202817554	1.73954156807464
TBC1D17	-4.27680136462084	5.07806596796432	-8.53309609916214	0.000139217325290913	0.000350060955622803	1.59394450201318
MEIS3	-3.87104111524058	4.54177617444341	-8.53266279493387	0.000139257052131928	0.000350125610391879	1.62785825601386
ANXA2P2	-3.24692285001613	4.74841448265543	-8.53218782481269	0.000139300614081759	0.000350199893561952	1.61404356156503
TPCN2	-2.79834883423645	3.34276850322736	-8.53176589014783	0.000139339325071119	0.000350261967761027	1.70177776338077
COLGALT2	-4.3179850377058	3.25914473794495	-8.53043744312151	0.000139461286432349	0.000350533277688712	1.70513438602334
PCDHGA8	4.78916835870714	-2.32682359897474	8.52651979691065	0.00013982167377627	0.000351403751898837	1.55223744829811
PYROXD1	-4.27468001137868	3.05781171715852	-8.52355676907473	0.000140094959105737	0.000352029055738372	1.70993309459126
ENSG00000232211	7.7838847324104	-4.32129614038553	8.52351669762423	0.000140098659190147	0.000352029055738372	1.27522753038168
CASP7	-2.80472676163163	2.81110963270648	-8.5224340621865	0.000140198669391419	0.000352213313279075	1.71925688722349
RDH13	-3.09747340275374	2.75395413259016	-8.52241767150528	0.000140200184140266	0.000352213313279075	1.72133601131218
H1-10	-6.81347815139589	6.75938786888091	-8.52189338052489	0.000140248646588483	0.000352299636674709	1.50052601741061
NUMBL	-4.04124228303306	4.31549175686806	-8.52145950349346	0.000140288766312861	0.000352364988193477	1.63500365036179
ENSG00000305204	4.31413384203326	-2.09432835153164	8.52083290825176	0.000140346729680044	0.000352475140161462	1.57487048798629
HKDC1	5.01681574644183	-2.40695986129435	8.51982217026967	0.000140440286548326	0.000352674652640806	1.53952312953537
ENSG00000279130	5.63591657494893	-4.19649763545836	8.5187603153853	0.000140538652497357	0.000352886200401404	1.29292903875699
CCPG1	-3.50757686876537	2.44312795300379	-8.51835180531501	0.000140576516401639	0.000352945803012616	1.72832432885058
ENSG00000196656	-8.21485571580384	7.60351678456149	-8.51498340918359	0.000140889174904983	0.000353695251791208	1.46045060908417
ANKRD12	-4.66562445320494	4.4607694775767	-8.51478886773872	0.000140907256975205	0.000353705104819505	1.62062207087498
EIF3J-DT	-3.29594703930949	3.39771905414854	-8.51445716766848	0.00014093809372462	0.000353746969420926	1.68699199202409
NCAL1	6.49553790119289	-2.91117201776534	8.51349096302839	0.00014102796207545	0.000353936976845108	1.47498270942879
TATDN1P1	-2.60323148509122	2.31368641184036	-8.51270257283141	0.000141101340607356	0.000354085565863216	1.72782279595922
PNPLA3	-3.23909619484749	3.85138579663719	-8.51249064693133	0.000141121072887103	0.000354099516421752	1.65902060550696
TIGD6	-2.9616060280719	2.40374253431744	-8.50723793235149	0.000141611168979844	0.000355293577605184	1.72194538097566
ENSG00000306685	5.22464132691552	-3.20691781621804	8.5065714751005	0.000141673492037778	0.000355414250936023	1.43268392950546
S100A6	9.95934913219919	-3.11886853329963	8.50191684932761	0.000142109648299382	0.000356472635854594	1.44214522057435
FRY	-2.77116390734845	2.95128518423075	-8.50169716717016	0.000142130271628217	0.000356488576082659	1.69965561584579
KLHDC4	-3.77847462488509	4.71976877821775	-8.4950591793467	0.000142755065141747	0.000358019729723089	1.58956006230178
BRD10	-5.28682917236334	4.28431982304653	-8.49229070210265	0.000143016581478726	0.000358639593663001	1.61656330746539
ENSG00000270149	5.50005685174193	-3.0195863633388	8.49180406919527	0.000143062606993082	0.000358719005732151	1.45008875003614
RGN	7.0823518739356	-3.08061796662081	8.48962773712357	0.000143268652777397	0.000359199600701504	1.44103449313567
C11orf68	-4.49335601228907	4.91463407881478	-8.48726012041977	0.000143493197676279	0.00035972647508972	1.57149113014787
SLC5A12	-4.43578723595785	3.06657956355	-8.48531661494236	0.000143677823448775	0.000360153179597089	1.68345497082824
DOC2B	-3.24407742648013	2.70312100991307	-8.48360494329717	0.000143840652970862	0.000360525167919745	1.69692612005135
ENSG00000235510	6.68379600039053	-2.4795543858948	8.48042670598939	0.000144143560574288	0.000361248140975826	1.51042191781508
KIAA2012-AS1	5.66833878354105	-3.22331843356154	8.48024154023988	0.000144161230811686	0.000361256187622784	1.41740329877093
ENSG00000260719	-3.06634829769785	2.48453025695848	-8.47826075741516	0.000144350412030195	0.000361693981963936	1.70030816891488
ENSG00000298775	-2.48754843063622	3.54758343535426	-8.47455860541114	0.000144704767092516	0.000362545517553091	1.6510456548313
ATP1A2	-7.36700142763285	6.94060635407194	-8.47236907343036	0.000144914812712082	0.000363035363561483	1.4568466245563
CEP290	-3.90507180387846	3.62045441468925	-8.47053849000626	0.000145090693890647	0.000363439532400633	1.64397301871918
ENSG00000304541	5.4471849190823	-4.13606928889424	8.47022506505423	0.000145120832237651	0.000363478583721851	1.28006248513998
ACER2	-3.04382920113886	2.56830405139253	-8.46451079067124	0.000145671574713149	0.000364821433704222	1.68851094600007
TSEN34	-4.21861822049664	4.65892410102718	-8.46314596231679	0.000145803473684819	0.000365115163530272	1.5708402371585
SCML1	-4.29835643979524	2.98881585517067	-8.4624694245057	0.000145868906363495	0.000365242408958265	1.67129014001879
SELENOW	-5.96774928526206	7.17494535510989	-8.46111034292296	0.000146000455050743	0.000365535160736322	1.43876989879122
C1orf56	-3.55666511571955	2.53117062935485	-8.4594166429368	0.000146164583916207	0.000365909415286824	1.68623143215588
C1QL1	-3.74315457446839	3.33084751347395	-8.45799221599294	0.000146302783608468	0.000366218690078546	1.65162043008611
FEZF1-AS1	3.73287751114541	0.367860767117265	8.45782344309198	0.000146319168157987	0.000366223011145978	1.69260394177235
ZNF576	-3.10609258659802	3.43877000251625	-8.4566389573276	0.000146434218175468	0.000366474256926363	1.64480999090701
MTX1	-4.22246322699056	3.83774503622102	-8.45489727648875	0.00014660357866059	0.000366861359100177	1.61964592189198
P2RY1	-2.10559033408103	4.497925769941	-8.45278255986231	0.000146809516987441	0.000367339907102076	1.57420291185524
FAM3C2P	-2.69504485763013	3.50657368587878	-8.45189497813939	0.000146896052185156	0.000367519624253349	1.63767495140288
BCL11B	-2.95314273045922	2.06422730095752	-8.45126815492337	0.000146957200076305	0.000367635795204406	1.692146693529
TNFSF9	-4.24197723380179	2.08865705743339	-8.45059105011042	0.000147023286048391	0.00036776429501732	1.69124247225446
VASP	-5.92152056424196	6.81924605483582	-8.45015792096674	0.000147065577786747	0.000367833256124146	1.44585435553512
STING1	5.09513318011484	-2.41313918749497	8.44776809948674	0.000147299178122841	0.000368347429948574	1.50075886515606
EN2	-5.26447169580596	0.547898245391702	-8.44775316470832	0.000147300639313809	0.000368347429948574	1.68990813094687
ATP7A	-3.49286919576428	2.91505086020522	-8.44453820252625	0.000147615574994504	0.000369098030991061	1.6621901852254
AMIGO1	-2.62379081399685	2.63554547634085	-8.44430481412568	0.000147638467813907	0.000369118330817837	1.67263087602841
SRRM4	-3.35364211252379	2.48129592485238	-8.43952955516291	0.000148107768638606	0.000370254601927851	1.67430703882993
SORCS3	-3.86079927544972	1.59709377373476	-8.43892653333796	0.000148167154497072	0.000370335728131708	1.68988189024057
ZDHHC15	-3.84072338876308	3.17649676818142	-8.43889900403869	0.000148169866250583	0.000370335728131708	1.64634617426338
DHCR7-DT	-4.21532923355656	3.88012868351079	-8.43395080697647	0.000148658216495992	0.000371519143836737	1.60222057268941
DNALI1	-4.96373576738503	4.10275874962138	-8.4313672583845	0.000148913931495674	0.000372120990646921	1.58572666295431
LINC01484	-3.45964775998255	2.94681009070803	-8.43081578705936	0.0001489685808581	0.000372220324448322	1.65143417897016
EIF3C	-3.91206725885525	4.11165140357633	-8.42973647391435	0.000149075604951701	0.000372450491411329	1.5839765975968
DTNA	-4.08581590641904	4.17475340417749	-8.42946505838513	0.000149102532326113	0.000372480518711689	1.57953842247064
ZNF335	-3.96401096294541	4.38273043894653	-8.42444973837243	0.000149601118226056	0.000373688696036771	1.56188820091326
USE1	-2.63601927241158	2.54635574205593	-8.42244868619645	0.00014980058476612	0.000374149536118838	1.66074729165903
SYNGR2	-4.73625646791268	5.6539255187823	-8.42124113354584	0.000149921103100497	0.000374413118738785	1.48043578034664
STN1	-2.92158729191956	2.18200551576597	-8.4207775771756	0.000149967397503016	0.000374455217920367	1.66941529683328
CCDC8	-4.4664974084763	4.82173257634895	-8.42077218706152	0.000149967935899423	0.000374455217920367	1.5298829055617
CCT8P1	-3.65343000770846	2.88259965265793	-8.41954697881293	0.00015009037482971	0.000374723486034324	1.64643070359872
ENSG00000277581	5.72623594475961	-3.94648536826925	8.41684311071201	0.000150360989338714	0.000375342804562106	1.28385527721376
THAP6	-3.16809306608044	3.05371726080744	-8.41676833641507	0.000150368481062365	0.000375342804562106	1.63698324885326
PDRG1	-3.7505543400748	4.0364143415192	-8.41206324888477	0.000150840756745682	0.00037648406259082	1.57651853085225
ZNF79	-2.47806071420329	2.65618677997769	-8.41171906506542	0.000150875371516251	0.000376532842069924	1.64976448323164
RBFOX1	-3.34706799834721	1.73585290887788	-8.41102411033271	0.000150945291469026	0.000376640183559219	1.67025233507515
ZP3	4.83762213123957	-1.17868473122471	8.41099189704414	0.000150948533380502	0.000376640183559219	1.59536651198193
NFKBIB	-3.95757205819581	4.69688547222542	-8.41037061241681	0.000151011074533338	0.000376758606564902	1.53060932757601
CSNK1E	-5.24374391571188	6.01898772412028	-8.40939737024221	0.000151109105349301	0.000376965540493954	1.45291549386102
ZNF341	-2.57487157248282	3.06465677330501	-8.4091437998711	0.000151134658542859	0.000376991644272643	1.63121394366269
FCRL5	3.76954703537058	-0.720760812743993	8.4084651105477	0.000151203077032553	0.000377124655743365	1.62267991991131
ATP6V1E2	-2.38585998201938	2.94709561041926	-8.40411158612722	0.000151642805613808	0.000378183654966599	1.63307388061988
SLIT2	-4.43310996288389	3.83733914017976	-8.40083119010001	0.000151975117693696	0.000378974582339486	1.58165630528889
ENSG00000293156	7.40135495462013	-3.49893950586133	8.40023977848471	0.000152035118495156	0.000379086367313671	1.3401809921931
FAM43A	-2.8071142025674	2.15673079427205	-8.39931825869287	0.000152128664428907	0.00037928176350582	1.6555669520588
AHSA2P	-3.32540690858413	3.18504832118086	-8.39875770073784	0.000152185600652534	0.00037935578497065	1.61815262693089
C7orf50	-4.77848661731087	5.35098788514476	-8.3987269760162	0.000152188722092572	0.00037935578497065	1.48117821334854
DDX28	-3.49466518844888	4.1238637763849	-8.39682913664592	0.000152381674033337	0.000379798857147734	1.55982396773883
CENATAC	-3.6235303875083	3.19798068497316	-8.39563581635873	0.000152503142587	0.000380063692208838	1.61533572035672
ITGAL	4.68130167877507	-2.35595857799167	8.39522773255279	0.000152544707237674	0.000380129360226017	1.47901933286309
C1D	-4.17187510277173	3.68005952303079	-8.39216301017758	0.000152857277157863	0.000380870271518106	1.58551846538382
ENSG00000309635	5.74447029954491	-4.72678937493155	8.39171067529933	0.000152903473189762	0.000380921366476538	1.17303816994458
RPS3P3	-4.23905222841974	3.12235981739063	-8.39166365037785	0.000152908276672799	0.000380921366476538	1.61635704701812
ENSG00000290002	4.38599410978667	-1.70387052121175	8.38944610521719	0.000153134991440785	0.000381448118260874	1.54081217297474
VAMP1	-3.59807955959821	2.76076592218773	-8.38554099044104	0.000153535181625339	0.000382406836579352	1.62799959290515
TPM3P5	-3.11528447139691	3.16719542258091	-8.38330633806783	0.000153764728204667	0.00038294038770588	1.60833102962421
PCDHA13	4.65420080442791	-1.84707788213424	8.3831216447512	0.000153783717868409	0.000382949507348184	1.52422519320193
KRT10	-5.15074333621235	3.43619332006817	-8.3801128156009	0.000154093458945693	0.00038368257706789	1.59163735264886
ENSG00000271268	-3.70168201141149	3.10981483716245	-8.37914556336915	0.000154193184676496	0.000383859219642723	1.60829328855277
ENSG00000297754	4.70928278104214	-1.10453637183448	8.37912670245282	0.000154195130016586	0.000383859219642723	1.58196059249192
GEM	-2.59778538172066	2.44459641155615	-8.37377772235957	0.000154747975638267	0.000385197113016485	1.63083587859525
RNF217	-3.26647357748176	2.84778474865354	-8.37086733154719	0.000155049740679615	0.000385909814817642	1.61441703996243
